build,source_file,string_address,xref_address,xref_kind,caller_function,line_number,line_evidence,assert_call_address,assert_target,diagnostic_operand,message_kind,diagnostic_address,diagnostic,confidence
gog_candidate,sim\worldact.c,0x004A0524,0x00457281,decoded push imm32,,165,adjacent decoded immediate push,0x00457286,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x00457FE9,decoded push imm32,,541,adjacent decoded immediate push,0x00457FEE,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x0045839C,decoded push imm32,,625,adjacent decoded immediate push,0x004583A1,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x004584A6,decoded push imm32,,664,adjacent decoded immediate push,0x004584AB,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x004587F9,decoded push imm32,,758,adjacent decoded immediate push,0x004587FE,0x0047D5A0,ecx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x00458898,decoded push imm32,,783,adjacent decoded immediate push,0x0045889D,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x004588E7,decoded push imm32,,758,adjacent decoded immediate push,0x004588EC,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x00458B18,decoded push imm32,,851,adjacent decoded immediate push,0x00458B1D,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x00458B4B,decoded push imm32,,758,adjacent decoded immediate push,0x00458B50,0x0047D5A0,ebp,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\anim.c,0x004A0534,0x00458C18,decoded push imm32,,891,adjacent decoded immediate push,0x00458C1D,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\animbmp.c,0x004A0594,0x00459AB1,decoded push imm32,,157,adjacent decoded immediate push,0x00459AB6,0x0047D5A0,edi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\animbmp.c,0x004A0594,0x00459CE3,decoded push imm32,,120,adjacent decoded immediate push,0x00459CE8,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\animbmp.c,0x004A0594,0x00459E42,decoded push imm32,,166,adjacent decoded immediate push,0x00459E47,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\animbmp.c,0x004A0594,0x00459EB4,decoded push imm32,,187,adjacent decoded immediate push,0x00459EB9,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\animfluf.c,0x004A24D4,0x0045A1DB,decoded push imm32,,67,adjacent decoded immediate push,0x0045A1E0,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\animfluf.c,0x004A24D4,0x0045A234,decoded push imm32,,86,adjacent decoded immediate push,0x0045A239,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\target.c,0x004A259C,0x0045AAB5,decoded push imm32,,82,adjacent decoded immediate push,0x0045AABA,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\target.c,0x004A259C,0x0045AB7A,decoded push imm32,,89,adjacent decoded immediate push,0x0045AB7F,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\apply.c,0x004A2620,0x0045BE24,decoded push imm32,,125,adjacent decoded immediate push,0x0045BE29,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\apply.c,0x004A2620,0x0045C3EA,decoded push imm32,,125,adjacent decoded immediate push,0x0045C3EF,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\apply.c,0x004A2620,0x0045CBAC,decoded push imm32,,447,adjacent decoded immediate push,0x0045CBB1,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\weapai.c,0x004A2668,0x0045CC11,decoded push imm32,,135,adjacent decoded immediate push,0x0045CC16,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\weapai.c,0x004A2668,0x0045CF68,decoded push imm32,,262,adjacent decoded immediate push,0x0045CF6D,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\weapai.c,0x004A2668,0x0045D13B,decoded push imm32,,359,adjacent decoded immediate push,0x0045D140,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\weapai.c,0x004A2668,0x0045D3BE,decoded push imm32,,472,adjacent decoded immediate push,0x0045D3C3,0x0047D5A0,edi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\weapai.c,0x004A2668,0x0045D4A5,decoded push imm32,,135,adjacent decoded immediate push,0x0045D4AA,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\weapai.c,0x004A2668,0x0045D86C,decoded push imm32,,684,adjacent decoded immediate push,0x0045D871,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\fxout.c,0x004A3420,0x0045E53D,decoded push imm32,,260,adjacent decoded immediate push,0x0045E542,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\fxout.c,0x004A3420,0x0045E8ED,decoded push imm32,,326,adjacent decoded immediate push,0x0045E8F2,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\fxout.c,0x004A3420,0x0045EDE0,decoded push imm32,,382,adjacent decoded immediate push,0x0045EDE5,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\fxout.c,0x004A3420,0x0045F37E,decoded push imm32,,456,adjacent decoded immediate push,0x0045F383,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x0045FA42,decoded push imm32,,100,adjacent decoded immediate push,0x0045FA47,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x0045FCE7,decoded push imm32,,264,adjacent decoded immediate push,0x0045FCEC,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x0045FDC4,decoded push imm32,,313,adjacent decoded immediate push,0x0045FDC9,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x0045FF23,decoded push imm32,,425,adjacent decoded immediate push,0x0045FF28,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x0045FF5F,decoded push imm32,,427,adjacent decoded immediate push,0x0045FF64,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x00460053,decoded push imm32,,473,adjacent decoded immediate push,0x00460058,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x0046008D,decoded push imm32,,475,adjacent decoded immediate push,0x00460092,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x004600F4,decoded push imm32,,489,adjacent decoded immediate push,0x004600F9,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x00460150,decoded push imm32,,492,adjacent decoded immediate push,0x00460155,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\explo.c,0x004A34B4,0x00460223,decoded push imm32,,517,adjacent decoded immediate push,0x00460228,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simhot.c,0x004A3998,0x00461257,decoded push imm32,,205,adjacent decoded immediate push,0x0046125C,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simhot.c,0x004A3998,0x00461344,decoded push imm32,,218,adjacent decoded immediate push,0x00461349,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simhot.c,0x004A3998,0x0046174A,decoded push imm32,,268,adjacent decoded immediate push,0x0046174F,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simhot.c,0x004A3998,0x00461821,decoded push imm32,,284,adjacent decoded immediate push,0x00461826,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simhot.c,0x004A3998,0x0046187F,decoded push imm32,,289,adjacent decoded immediate push,0x00461884,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\hotbrief.c,0x004A39D8,0x004622D5,decoded push imm32,,204,adjacent decoded immediate push,0x004622DA,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\logic.c,0x004A3A8C,0x0046322E,decoded push imm32,,268,adjacent decoded immediate push,0x00463233,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactor.c,0x004A3A9C,0x00463C76,decoded push imm32,,101,adjacent decoded immediate push,0x00463C7B,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactor.c,0x004A3A9C,0x00463CA5,decoded push imm32,,108,adjacent decoded immediate push,0x00463CAA,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactor.c,0x004A3A9C,0x00463CD0,decoded push imm32,,115,adjacent decoded immediate push,0x00463CD5,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactor.c,0x004A3A9C,0x00463F9A,decoded push imm32,,224,adjacent decoded immediate push,0x00463F9F,0x0047D5A0,0x48b5b8,immediate_string,0x0048B5B8,Unknown Test,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactors.c,0x004A3AE4,0x004641E3,decoded push imm32,,103,adjacent decoded immediate push,0x004641E8,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactors.c,0x004A3AE4,0x0046423E,decoded push imm32,,114,adjacent decoded immediate push,0x00464243,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactors.c,0x004A3AE4,0x00464286,decoded push imm32,,128,adjacent decoded immediate push,0x0046428B,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lactors.c,0x004A3AE4,0x004642BD,decoded push imm32,,103,adjacent decoded immediate push,0x004642C2,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\miss.c,0x004A3B34,0x0046576D,decoded push imm32,,206,adjacent decoded immediate push,0x00465772,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\miss.c,0x004A3B34,0x004657F9,decoded push imm32,,230,adjacent decoded immediate push,0x004657FE,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\bestloc.c,0x004A3C60,0x00465F31,decoded push imm32,,154,adjacent decoded immediate push,0x00465F36,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\intel.c,0x004A3C70,0x00467627,decoded push imm32,,668,adjacent decoded immediate push,0x0046762C,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\intel.c,0x004A3C70,0x00467649,decoded push imm32,,674,adjacent decoded immediate push,0x0046764E,0x0047D5A0,0x48b674,immediate_string,0x0048B674,Unknown Target,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x004679D5,decoded push imm32,,57,adjacent decoded immediate push,0x004679DA,0x0047D5A0,0x48b684,immediate_string,0x0048B684,old script -- remake,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00467A65,decoded push imm32,,78,adjacent decoded immediate push,0x00467A6A,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00467ADA,decoded push imm32,,93,adjacent decoded immediate push,0x00467ADF,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00467B2D,decoded push imm32,,96,adjacent decoded immediate push,0x00467B32,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00467C6F,decoded push imm32,,78,adjacent decoded immediate push,0x00467C74,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00467CD1,decoded push imm32,,78,adjacent decoded immediate push,0x00467CD6,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00467D35,decoded push imm32,,78,adjacent decoded immediate push,0x00467D3A,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00467EA0,decoded push imm32,,183,adjacent decoded immediate push,0x00467EA5,0x0047D5A0,0x48b6a5,immediate_string,0x0048B6A5,Bad Reference,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00468089,decoded push imm32,,269,adjacent decoded immediate push,0x0046808E,0x0047D5A0,0x48b6c1,immediate_string,0x0048B6C1,Unknown Target,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x0046850A,decoded push imm32,,404,adjacent decoded immediate push,0x0046850F,0x0047D5A0,0x48b6d0,immediate_string,0x0048B6D0,Infinite Loop!,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00469671,decoded push imm32,,1292,adjacent decoded immediate push,0x00469676,0x0047D5A0,0x48b6f5,immediate_string,0x0048B6F5,unknown function,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x0046970E,decoded push imm32,,1351,adjacent decoded immediate push,0x00469713,0x0047D5A0,0x48b706,immediate_string,0x0048B706,unknown function,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00469984,decoded push imm32,,183,adjacent decoded immediate push,0x00469989,0x0047D5A0,0x48b6a5,immediate_string,0x0048B6A5,Bad Reference,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x004699A7,decoded push imm32,,1406,adjacent decoded immediate push,0x004699AC,0x0047D5A0,0x48b726,immediate_string,0x0048B726,bad opcode,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00469A7B,decoded push imm32,,1436,adjacent decoded immediate push,0x00469A80,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\sinterp.c,0x004A3C8C,0x00469C25,decoded push imm32,,1519,adjacent decoded immediate push,0x00469C2A,0x0047D5A0,0x48b734,immediate_string,0x0048B734,string overflow,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x00469FEB,decoded push imm32,,265,adjacent decoded immediate push,0x00469FF0,0x0047D5A0,0x48b744,immediate_string,0x0048B744,unknown actor type,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046A04D,decoded push imm32,,276,adjacent decoded immediate push,0x0046A052,0x0047D5A0,0x48b757,immediate_string,0x0048B757,Too many drop locations,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046A42F,decoded push imm32,,530,adjacent decoded immediate push,0x0046A434,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046A8FA,decoded push imm32,,732,adjacent decoded immediate push,0x0046A8FF,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046AA88,decoded push imm32,,770,adjacent decoded immediate push,0x0046AA8D,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046AABD,decoded push imm32,,773,adjacent decoded immediate push,0x0046AAC2,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046AB46,decoded push imm32,,797,adjacent decoded immediate push,0x0046AB4B,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046AB7D,decoded push imm32,,808,adjacent decoded immediate push,0x0046AB82,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lgen.c,0x004A3CEC,0x0046ABB1,decoded push imm32,,814,adjacent decoded immediate push,0x0046ABB6,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lsys.c,0x004A3CFC,0x0046B0CB,decoded push imm32,,268,adjacent decoded immediate push,0x0046B0D0,0x0047D5A0,0x48b7a0,immediate_string,0x0048B7A0,message too long,contiguous decoded five-instruction dispatcher pattern
gog_candidate,logic\lsys.c,0x004A3CFC,0x0046B6F3,decoded push imm32,,530,adjacent decoded immediate push,0x0046B6F8,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\link.c,0x004A3EEC,0x0046CF8B,decoded push imm32,,182,adjacent decoded immediate push,0x0046CF90,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\linkapp.c,0x004A3F0C,0x0046D6FB,decoded push imm32,,157,adjacent decoded immediate push,0x0046D700,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\linkapp.c,0x004A3F0C,0x0046D7E8,decoded push imm32,,195,adjacent decoded immediate push,0x0046D7ED,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\linkdlg.c,0x004A3F60,0x0046DCE9,decoded push imm32,,240,adjacent decoded immediate push,0x0046DCEE,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\chat.c,0x004A3F88,0x0046E6CB,decoded push imm32,,140,adjacent decoded immediate push,0x0046E6D0,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\chat.c,0x004A3F88,0x0046E78A,decoded push imm32,,140,adjacent decoded immediate push,0x0046E78F,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\chat.c,0x004A3F88,0x0046E8C1,decoded push imm32,,140,adjacent decoded immediate push,0x0046E8C6,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\chat.c,0x004A3F88,0x0046EBEC,decoded push imm32,,324,adjacent decoded immediate push,0x0046EBF1,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\mstart.c,0x004A3FA4,0x0046ED38,decoded push imm32,,56,adjacent decoded immediate push,0x0046ED3D,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\mstart.c,0x004A3FA4,0x0046ED4F,decoded push imm32,,57,adjacent decoded immediate push,0x0046ED54,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\mstart.c,0x004A3FA4,0x0046F2BB,decoded push imm32,,282,adjacent decoded immediate push,0x0046F2C0,0x0047D5A0,0x48b8e9,immediate_string,0x0048B8E9,There was a problem in the multiplayer startup process.  Perhaps try again (more slowly) to make sure that all players are properly connected before launching the game.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x004707EB,decoded push imm32,,136,adjacent decoded immediate push,0x004707F0,0x0047D5A0,0x48b9c1,immediate_string,0x0048B9C1,Failed to find local instance of the Cybrid,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x0047085A,decoded push imm32,,157,adjacent decoded immediate push,0x0047085F,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470994,decoded push imm32,,203,adjacent decoded immediate push,0x00470999,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470A75,decoded push imm32,,233,adjacent decoded immediate push,0x00470A7A,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470C19,decoded push imm32,,291,adjacent decoded immediate push,0x00470C1E,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470C36,decoded push imm32,,292,adjacent decoded immediate push,0x00470C3B,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470C53,decoded push imm32,,293,adjacent decoded immediate push,0x00470C58,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470C70,decoded push imm32,,294,adjacent decoded immediate push,0x00470C75,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470C8D,decoded push imm32,,295,adjacent decoded immediate push,0x00470C92,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470CAA,decoded push imm32,,296,adjacent decoded immediate push,0x00470CAF,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470CC7,decoded push imm32,,297,adjacent decoded immediate push,0x00470CCC,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00470CE4,decoded push imm32,,298,adjacent decoded immediate push,0x00470CE9,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x00471476,decoded push imm32,,614,adjacent decoded immediate push,0x0047147B,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\message.c,0x004A3FBC,0x004714ED,decoded push imm32,,619,adjacent decoded immediate push,0x004714F2,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472590,decoded push imm32,,352,adjacent decoded immediate push,0x00472595,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x004727FC,decoded push imm32,,352,adjacent decoded immediate push,0x00472801,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472929,decoded push imm32,,352,adjacent decoded immediate push,0x0047292E,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472A12,decoded push imm32,,352,adjacent decoded immediate push,0x00472A17,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472AC1,decoded push imm32,,352,adjacent decoded immediate push,0x00472AC6,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472C78,decoded push imm32,,352,adjacent decoded immediate push,0x00472C7D,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472D9C,decoded push imm32,,352,adjacent decoded immediate push,0x00472DA1,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472E8D,decoded push imm32,,352,adjacent decoded immediate push,0x00472E92,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00472FB0,decoded push imm32,,352,adjacent decoded immediate push,0x00472FB5,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473090,decoded push imm32,,352,adjacent decoded immediate push,0x00473095,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473184,decoded push imm32,,352,adjacent decoded immediate push,0x00473189,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x004732C1,decoded push imm32,,352,adjacent decoded immediate push,0x004732C6,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x004733E6,decoded push imm32,,352,adjacent decoded immediate push,0x004733EB,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x004734FA,decoded push imm32,,352,adjacent decoded immediate push,0x004734FF,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473603,decoded push imm32,,352,adjacent decoded immediate push,0x00473608,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473737,decoded push imm32,,352,adjacent decoded immediate push,0x0047373C,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473897,decoded push imm32,,352,adjacent decoded immediate push,0x0047389C,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473B1E,decoded push imm32,,352,adjacent decoded immediate push,0x00473B23,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473C27,decoded push imm32,,617,adjacent decoded immediate push,0x00473C2C,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473D37,decoded push imm32,,352,adjacent decoded immediate push,0x00473D3C,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00473E43,decoded push imm32,,352,adjacent decoded immediate push,0x00473E48,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
